assessmentScore,assignmentId,createdAt,id,isLate,studentId,submissionDate,timeSpentMinutes,updatedAt
91.6,ASG211500,2025-03-31T18:05:19.790350,sa_c4fda36c,False,770008099,2023-09-16T00:00:00,131,2025-03-31T18:05:19.790350
82.1,ASG683832,2025-03-31T18:05:19.790350,sa_9f898c6b,False,770008099,2023-09-17T00:00:00,85,2025-03-31T18:05:19.790350
84.5,ASG109890,2025-03-31T18:05:19.790350,sa_030950a4,False,770008099,2023-09-26T00:00:00,66,2025-03-31T18:05:19.790350
80.5,ASG262429,2025-03-31T18:05:19.790350,sa_638f953e,False,770008099,2023-09-25T00:00:00,40,2025-03-31T18:05:19.790350
84.5,ASG176831,2025-03-31T18:05:19.790350,sa_7b15c07f,False,770008099,2023-10-05T00:00:00,141,2025-03-31T18:05:19.790350
90.3,ASG533190,2025-03-31T18:05:19.790350,sa_31c7c022,False,770008099,2023-10-13T00:00:00,75,2025-03-31T18:05:19.790350
80.9,ASG995147,2025-03-31T18:05:19.790350,sa_918890ce,False,770008099,2023-10-19T00:00:00,344,2025-03-31T18:05:19.790350
100,ASG482253,2025-03-31T18:05:19.790350,sa_e9113d65,False,770008099,2023-10-27T00:00:00,45,2025-03-31T18:05:19.790350
79.4,ASG102987,2025-03-31T18:05:19.790350,sa_25684ab5,False,770008099,2023-10-30T00:00:00,91,2025-03-31T18:05:19.790350
85.5,ASG604909,2025-03-31T18:05:19.790350,sa_67d43716,False,770008099,2023-11-06T00:00:00,591,2025-03-31T18:05:19.790350
85.6,ASG681028,2025-03-31T18:05:19.790350,sa_70bfd8f8,False,770008099,2023-11-15T00:00:00,150,2025-03-31T18:05:19.790350
91.2,ASG806286,2025-03-31T18:05:19.790350,sa_aa0465c7,False,770008099,2023-11-23T00:00:00,75,2025-03-31T18:05:19.790350
83.4,ASG144869,2025-03-31T18:05:19.790350,sa_e2217e8c,False,770008099,2023-12-02T00:00:00,116,2025-03-31T18:05:19.790350
80.7,ASG010848,2025-03-31T18:05:19.790350,sa_b7c2c8e5,False,770008099,2023-12-01T00:00:00,628,2025-03-31T18:05:19.790350
85.9,ASG248077,2025-03-31T18:05:19.790350,sa_be36ca4b,False,770008099,2023-12-07T00:00:00,69,2025-03-31T18:05:19.790350
100,ASG937045,2025-03-31T18:05:19.790350,sa_6701b9b6,False,770008099,2023-09-20T00:00:00,43,2025-03-31T18:05:19.790350
92.7,ASG752300,2025-03-31T18:05:19.790350,sa_0de58e2e,False,770008099,2023-09-30T00:00:00,560,2025-03-31T18:05:19.790350
100,ASG734363,2025-03-31T18:05:19.790350,sa_12f1eabb,False,770008099,2023-10-10T00:00:00,118,2025-03-31T18:05:19.790350
67.6,ASG376082,2025-03-31T18:05:19.790350,sa_34882627,True,770008099,2023-10-11T00:00:00,516,2025-03-31T18:05:19.790350
81.3,ASG694915,2025-03-31T18:05:19.790350,sa_2ddf2e20,False,770008099,2023-10-12T00:00:00,106,2025-03-31T18:05:19.790350
100,ASG261696,2025-03-31T18:05:19.790350,sa_1771635c,False,770008099,2023-10-26T00:00:00,107,2025-03-31T18:05:19.790350
93.0,ASG694783,2025-03-31T18:05:19.790350,sa_ed444164,False,770008099,2023-11-01T00:00:00,123,2025-03-31T18:05:19.790350
95.9,ASG052488,2025-03-31T18:05:19.790350,sa_29b4cd53,False,770008099,2023-11-07T00:00:00,83,2025-03-31T18:05:19.790350
82.6,ASG223166,2025-03-31T18:05:19.790350,sa_5e469f3a,False,770008099,2023-11-19T00:00:00,461,2025-03-31T18:05:19.790350
82.6,ASG201752,2025-03-31T18:05:19.790350,sa_e8d3a756,False,770008099,2023-11-24T00:00:00,77,2025-03-31T18:05:19.790350
78.0,ASG089386,2025-03-31T18:05:19.790350,sa_586c58f8,False,770008099,2023-12-02T00:00:00,68,2025-03-31T18:05:19.790350
100,ASG284450,2025-03-31T18:05:19.790350,sa_7e3116a4,False,770008099,2023-12-07T00:00:00,46,2025-03-31T18:05:19.790350
90.8,ASG025436,2025-03-31T18:05:19.790350,sa_2688bf8a,True,770008099,2023-12-18T00:00:00,63,2025-03-31T18:05:19.790350
100,ASG421061,2025-03-31T18:05:19.790350,sa_882beb7f,False,770008099,2023-12-18T00:00:00,107,2025-03-31T18:05:19.790350
100,ASG531672,2025-03-31T18:05:19.790350,sa_df675239,False,770008099,2023-12-28T00:00:00,149,2025-03-31T18:05:19.790350
80.9,ASG394975,2025-03-31T18:05:19.790350,sa_b0c91dc7,False,770008099,2024-01-07T00:00:00,46,2025-03-31T18:05:19.790350
100,ASG555981,2025-03-31T18:05:19.791350,sa_4fb9b082,False,770008099,2024-01-14T00:00:00,54,2025-03-31T18:05:19.791350
95.6,ASG051045,2025-03-31T18:05:19.791350,sa_224173bf,False,770008099,2023-09-12T00:00:00,53,2025-03-31T18:05:19.791350
90.1,ASG198519,2025-03-31T18:05:19.791350,sa_11acbdf0,False,770008099,2023-09-22T00:00:00,59,2025-03-31T18:05:19.791350
87.9,ASG573285,2025-03-31T18:05:19.791350,sa_31822f1f,False,770008099,2023-09-23T00:00:00,173,2025-03-31T18:05:19.791350
84.5,ASG417910,2025-03-31T18:05:19.791350,sa_250f720a,False,770008099,2023-09-29T00:00:00,110,2025-03-31T18:05:19.791350
98.8,ASG486194,2025-03-31T18:05:19.791350,sa_dc6cc96c,False,770008099,2023-09-28T00:00:00,119,2025-03-31T18:05:19.791350
83.9,ASG712060,2025-03-31T18:05:19.791350,sa_5f01b711,False,770008099,2023-10-05T00:00:00,65,2025-03-31T18:05:19.791350
96.5,ASG435387,2025-03-31T18:05:19.791350,sa_25cfdad5,False,770008099,2023-10-12T00:00:00,55,2025-03-31T18:05:19.791350
94.6,ASG335894,2025-03-31T18:05:19.791350,sa_0785ed2a,False,770008099,2023-10-14T00:00:00,76,2025-03-31T18:05:19.791350
94.2,ASG173148,2025-03-31T18:05:19.791350,sa_0e6eb680,False,770008099,2023-10-23T00:00:00,403,2025-03-31T18:05:19.791350
100,ASG516724,2025-03-31T18:05:19.791350,sa_af57d091,False,770008099,2023-11-02T00:00:00,199,2025-03-31T18:05:19.791350
91.3,ASG107464,2025-03-31T18:05:19.791350,sa_ddfc775d,False,770008099,2023-11-04T00:00:00,148,2025-03-31T18:05:19.791350
77.7,ASG197962,2025-03-31T18:05:19.791350,sa_bc598c9e,True,770008099,2023-11-13T00:00:00,641,2025-03-31T18:05:19.791350
100,ASG819211,2025-03-31T18:05:19.791350,sa_f996fb66,False,770008099,2023-11-10T00:00:00,104,2025-03-31T18:05:19.791350
88.4,ASG176183,2025-03-31T18:05:19.791350,sa_c408db36,False,770008099,2023-11-19T00:00:00,425,2025-03-31T18:05:19.791350
81.7,ASG776169,2025-03-31T18:05:19.791350,sa_a140bfb6,False,770008099,2023-11-17T00:00:00,81,2025-03-31T18:05:19.791350
100,ASG446598,2025-03-31T18:05:19.791350,sa_7e84b892,False,770008099,2023-11-24T00:00:00,58,2025-03-31T18:05:19.791350
88.2,ASG360823,2025-03-31T18:05:19.791350,sa_6ce5321e,True,770008099,2023-12-04T00:00:00,116,2025-03-31T18:05:19.791350
99.7,ASG133227,2025-03-31T18:05:19.791350,sa_a286704e,False,770008099,2023-12-06T00:00:00,210,2025-03-31T18:05:19.791350
94.3,ASG192260,2025-03-31T18:05:19.791350,sa_fdfe8cdf,False,770008099,2023-12-13T00:00:00,39,2025-03-31T18:05:19.791350
88.8,ASG141068,2025-03-31T18:05:19.791350,sa_4f2515a5,False,770008099,2024-02-14T00:00:00,142,2025-03-31T18:05:19.791350
92.3,ASG540295,2025-03-31T18:05:19.791350,sa_487cf236,False,770008099,2024-02-22T00:00:00,46,2025-03-31T18:05:19.791350
85.1,ASG184944,2025-03-31T18:05:19.791350,sa_89d08956,False,770008099,2024-02-21T00:00:00,368,2025-03-31T18:05:19.791350
83.8,ASG018884,2025-03-31T18:05:19.791350,sa_c16ffb2c,False,770008099,2024-03-03T00:00:00,39,2025-03-31T18:05:19.791350
97.3,ASG136846,2025-03-31T18:05:19.791350,sa_4370de55,False,770008099,2024-03-01T00:00:00,141,2025-03-31T18:05:19.791350
97.2,ASG169773,2025-03-31T18:05:19.791350,sa_15e5d250,False,770008099,2024-03-08T00:00:00,99,2025-03-31T18:05:19.791350
100,ASG685753,2025-03-31T18:05:19.791350,sa_3e432494,False,770008099,2024-03-10T00:00:00,48,2025-03-31T18:05:19.791350
85.0,ASG753487,2025-03-31T18:05:19.791350,sa_b3f8ac53,False,770008099,2024-03-20T00:00:00,439,2025-03-31T18:05:19.791350
88.3,ASG140691,2025-03-31T18:05:19.791350,sa_b1e1e8ad,False,770008099,2024-03-26T00:00:00,109,2025-03-31T18:05:19.791350
85.8,ASG447641,2025-03-31T18:05:19.791350,sa_eba4a061,False,770008099,2024-04-02T00:00:00,42,2025-03-31T18:05:19.791350
89.7,ASG267759,2025-03-31T18:05:19.791350,sa_93405c0b,False,770008099,2024-04-10T00:00:00,116,2025-03-31T18:05:19.791350
95.7,ASG650358,2025-03-31T18:05:19.791350,sa_0c82cb5e,False,770008099,2024-04-21T00:00:00,207,2025-03-31T18:05:19.791350
99.0,ASG843621,2025-03-31T18:05:19.791350,sa_8cf0e511,False,770008099,2024-04-21T00:00:00,351,2025-03-31T18:05:19.791350
79.2,ASG743607,2025-03-31T18:05:19.791350,sa_a70a07f7,False,770008099,2024-04-28T00:00:00,51,2025-03-31T18:05:19.791350
100,ASG735255,2025-03-31T18:05:19.791350,sa_6acdc306,False,770008099,2024-04-26T00:00:00,107,2025-03-31T18:05:19.791350
99.2,ASG006240,2025-03-31T18:05:19.791350,sa_93ead0f4,False,770008099,2024-05-05T00:00:00,75,2025-03-31T18:05:19.791350
98.0,ASG701127,2025-03-31T18:05:19.791350,sa_509f2472,False,770008099,2024-05-06T00:00:00,49,2025-03-31T18:05:19.791350
100,ASG927135,2025-03-31T18:05:19.791350,sa_1aacd9cf,False,770008099,2024-02-15T00:00:00,53,2025-03-31T18:05:19.791350
87.2,ASG584820,2025-03-31T18:05:19.791350,sa_b94bc48d,False,770008099,2024-02-29T00:00:00,100,2025-03-31T18:05:19.791350
93.4,ASG200621,2025-03-31T18:05:19.791350,sa_1bf40494,False,770008099,2024-03-11T00:00:00,47,2025-03-31T18:05:19.791350
77.6,ASG378601,2025-03-31T18:05:19.791350,sa_dcf494b8,False,770008099,2024-03-13T00:00:00,660,2025-03-31T18:05:19.791350
97.6,ASG608764,2025-03-31T18:05:19.791350,sa_b94dc7e8,False,770008099,2024-03-20T00:00:00,155,2025-03-31T18:05:19.791350
93.2,ASG217408,2025-03-31T18:05:19.791350,sa_729b5aec,False,770008099,2024-04-02T00:00:00,178,2025-03-31T18:05:19.791350
93.9,ASG467505,2025-03-31T18:05:19.791350,sa_96873770,False,770008099,2024-04-10T00:00:00,132,2025-03-31T18:05:19.791350
78.2,ASG963622,2025-03-31T18:05:19.791350,sa_e38bc522,False,770008099,2024-04-10T00:00:00,81,2025-03-31T18:05:19.791350
92.8,ASG629816,2025-03-31T18:05:19.791350,sa_e77767ea,False,770008099,2024-04-26T00:00:00,85,2025-03-31T18:05:19.791350
75.2,ASG599747,2025-03-31T18:05:19.791350,sa_fb0be531,True,770008099,2024-04-28T00:00:00,97,2025-03-31T18:05:19.791350
87.0,ASG011987,2025-03-31T18:05:19.791350,sa_f41c2cb9,False,770008099,2024-05-09T00:00:00,68,2025-03-31T18:05:19.791350
100,ASG639741,2025-03-31T18:05:19.791350,sa_844d733f,False,770008099,2024-05-11T00:00:00,53,2025-03-31T18:05:19.791350
90.5,ASG095398,2025-03-31T18:05:19.791350,sa_2d5734d5,False,770008099,2024-05-16T00:00:00,50,2025-03-31T18:05:19.791350
88.3,ASG414655,2025-03-31T18:05:19.791350,sa_740607d9,False,770008099,2024-05-24T00:00:00,139,2025-03-31T18:05:19.791350
100,ASG017321,2025-03-31T18:05:19.792349,sa_ad3ff09d,False,770008099,2023-09-09T00:00:00,425,2025-03-31T18:05:19.792349
100,ASG613539,2025-03-31T18:05:19.792349,sa_3a1890cc,False,770008099,2023-09-05T00:00:00,378,2025-03-31T18:05:19.792349
100,ASG589464,2025-03-31T18:05:19.792349,sa_e1c00c51,False,770008099,2023-09-15T00:00:00,520,2025-03-31T18:05:19.792349
100,ASG795408,2025-03-31T18:05:19.792349,sa_2c7c3163,False,770008099,2023-09-16T00:00:00,59,2025-03-31T18:05:19.792349
100,ASG581951,2025-03-31T18:05:19.792349,sa_bc75e659,False,770008099,2023-09-21T00:00:00,92,2025-03-31T18:05:19.792349
100,ASG594530,2025-03-31T18:05:19.792349,sa_282ee0ad,False,770008099,2023-09-20T00:00:00,94,2025-03-31T18:05:19.792349
100,ASG104780,2025-03-31T18:05:19.792349,sa_bea0343e,False,770008099,2023-10-01T00:00:00,459,2025-03-31T18:05:19.792349
100,ASG755627,2025-03-31T18:05:19.792349,sa_281ef8cd,False,770008099,2023-09-29T00:00:00,162,2025-03-31T18:05:19.792349
100,ASG531858,2025-03-31T18:05:19.792349,sa_51302fc0,False,770008099,2023-10-08T00:00:00,137,2025-03-31T18:05:19.792349
100,ASG723283,2025-03-31T18:05:19.792349,sa_20abbecb,False,770008099,2023-10-15T00:00:00,88,2025-03-31T18:05:19.792349
100,ASG483622,2025-03-31T18:05:19.792349,sa_c3e23d53,False,770008099,2023-10-24T00:00:00,163,2025-03-31T18:05:19.792349
100,ASG335954,2025-03-31T18:05:19.792349,sa_5efa5c3d,True,770008099,2023-11-08T00:00:00,87,2025-03-31T18:05:19.792349
